Site,Location,Depth,Vial_num,Sample_ID,Sample_Date,Inc_month,Composite_num,Weight_mg,Weight_g,Volume_lake_water_L,NO3_spike_µg_L,NH3_spike_µg_L,Analyte,Spike_µg_L,Type,Goal_incubation_hrs,Incubation_start_time,Incubation_end_time,Actual_incubation_hrs,bin,Notes,NO2_NO3_mgNL,NH3_mgNL,Conc_mgNL,Flag,OM_g,OM_%,Percent_water,Sample_dryweight_g,AFDM_g
GB0.5m,GB,0.5,382,Biofilm_NA_58,2023-07-20,July,1,2010,2.01,0.025,,100,NH3,100,biofilm,6,9:52,16:51,6:59,8,,,0.1493,0.1493,N,0.788,,,,1.5839
GB0.5m,GB,0.5,383,Biofilm_NA_59,2023-07-20,July,2,1980,1.98,0.025,,100,NH3,100,biofilm,6,9:52,16:51,6:59,8,,,0.1748,0.1748,N,0.788,,,,1.5602
GB0.5m,GB,0.5,384,Biofilm_NA_60,2023-07-20,July,3,1980,1.98,0.025,,100,NH3,100,biofilm,6,9:52,16:51,6:59,8,,,0.1588,0.1588,N,0.788,,,,1.5602
GB0.5m,GB,0.5,385,Biofilm_NA_61,2023-07-20,July,1,1990,1.99,0.025,,200,NH3,200,biofilm,6,9:54,16:57,7:03,9,,,0.2033,0.2033,N,0.788,,,,1.5681
GB0.5m,GB,0.5,386,Biofilm_NA_62,2023-07-20,July,2,2040,2.04,0.025,,200,NH3,200,biofilm,6,9:54,16:57,7:03,9,,,0.2448,0.2448,N,0.788,,,,1.6075
GB0.5m,GB,0.5,387,Biofilm_NA_63,2023-07-20,July,3,2040,2.04,0.025,,200,NH3,200,biofilm,6,9:54,16:57,7:03,9,,,0.2154,0.2154,N,0.788,,,,1.6075
GB0.5m,GB,0.5,388,Biofilm_NA_64,2023-07-20,July,1,1940,1.94,0.025,,800,NH3,800,biofilm,6,9:57,17:01,7:04,9,,,0.8073,0.8073,N,0.788,,,,1.5287
GB0.5m,GB,0.5,389,Biofilm_NA_65,2023-07-20,July,2,2060,2.06,0.025,,800,NH3,800,biofilm,6,9:57,17:01,7:04,9,,,0.776,0.776,N,0.788,,,,1.6233
GB0.5m,GB,0.5,390,Biofilm_NA_66,2023-07-20,July,3,2010,2.01,0.025,,800,NH3,800,biofilm,6,9:57,17:01,7:04,9,,,0.797,0.797,N,0.788,,,,1.5839
GB0.5m,GB,0.5,391,Biofilm_NA_67,2023-07-20,July,1,1940,1.94,0.025,,1600,NH3,1600,biofilm,6,9:59,17:09,7:10,9,,,1.5375,1.5375,N,0.788,,,,1.5287
GB0.5m,GB,0.5,392,Biofilm_NA_68,2023-07-20,July,2,1940,1.94,0.025,,1600,NH3,1600,biofilm,6,9:59,17:09,7:10,9,,,1.6022,1.6022,N,0.788,,,,1.5287
GB0.5m,GB,0.5,393,Biofilm_NA_69,2023-07-20,July,3,2020,2.02,0.025,,1600,NH3,1600,biofilm,6,9:59,17:09,7:10,9,,,1.5141,1.5141,N,0.788,,,,1.5918
GB0.5m,GB,0.5,394,Biofilm_NA_70,2023-07-20,July,1,1970,1.97,0.025,,2000,NH3,2000,biofilm,6,10:01,17:10,7:09,9,,,1.9565,1.9565,N,0.788,,,,1.5524
GB0.5m,GB,0.5,395,Biofilm_NA_71,2023-07-20,July,2,2000,2,0.025,,2000,NH3,2000,biofilm,6,10:01,17:10,7:09,9,,,1.8306,1.8306,N,0.788,,,,1.5760
GB0.5m,GB,0.5,396,Biofilm_NA_72,2023-07-20,July,3,2020,2.02,0.025,,2000,NH3,2000,biofilm,6,10:01,17:10,7:09,9,,,1.9202,1.9202,N,0.788,,,,1.5918
BW_3m,BW,3,397,Water_NA_37,2023-07-21,July,1,,,0.025,,0,NH3,0,water,6,9:50,16:48,6:58,8,,,0.0086,0.0086,N,,,,,
BW_3m,BW,3,398,Water_NA_38,2023-07-21,July,2,,,0.025,,0,NH3,0,water,6,9:50,16:48,6:58,8,,,0.0132,0.0132,N,,,,,
BW_3m,BW,3,399,Water_NA_39,2023-07-21,July,3,,,0.025,,0,NH3,0,water,6,9:50,16:48,6:58,8,,,-0.0002,-0.0002,N,,,,,
BW_3m,BW,3,400,Water_NA_40,2023-07-21,July,1,,,0.025,,100,NH3,100,water,6,9:52,16:52,7:00,8,,,0.1194,0.1194,N,,,,,
BW_3m,BW,3,401,Water_NA_41,2023-07-21,July,2,,,0.025,,100,NH3,100,water,6,9:52,16:52,7:00,8,,,0.1149,0.1149,N,,,,,
BW_3m,BW,3,402,Water_NA_42,2023-07-21,July,3,,,0.025,,100,NH3,100,water,6,9:52,16:52,7:00,8,,,0.1057,0.1057,N,,,,,
BW_3m,BW,3,403,Water_NA_43,2023-07-21,July,1,,,0.025,,200,NH3,200,water,6,9:55,16:54,6:59,9,,,0.2239,0.2239,N,,,,,
BW_3m,BW,3,404,Water_NA_44,2023-07-21,July,2,,,0.025,,200,NH3,200,water,6,9:55,16:54,6:59,9,,,0.2083,0.2083,N,,,,,
BW_3m,BW,3,405,Water_NA_45,2023-07-21,July,3,,,0.025,,200,NH3,200,water,6,9:55,16:54,6:59,9,,,0.2257,0.2257,N,,,,,
BW_3m,BW,3,406,Water_NA_46,2023-07-21,July,1,,,0.025,,800,NH3,800,water,6,9:58,17:17,7:19,9,,,0.8182,0.8182,N,,,,,
BW_3m,BW,3,407,Water_NA_47,2023-07-21,July,2,,,0.025,,800,NH3,800,water,6,9:58,17:17,7:19,9,,,0.6225,0.6225,N,,,,,
BW_3m,BW,3,408,Water_NA_48,2023-07-21,July,3,,,0.025,,800,NH3,800,water,6,9:58,17:17,7:19,9,,,0.8089,0.8089,N,,,,,
BW_3m,BW,3,409,Water_NA_49,2023-07-21,July,1,,,0.025,,1600,NH3,1600,water,6,10:00,17:08,7:08,9,,,0.8455,0.8455,N,,,,,
BW_3m,BW,3,410,Water_NA_50,2023-07-21,July,2,,,0.025,,1600,NH3,1600,water,6,10:00,17:08,7:08,9,,,1.5596,1.5596,N,,,,,
BW_3m,BW,3,411,Water_NA_51,2023-07-21,July,3,,,0.025,,1600,NH3,1600,water,6,10:00,17:08,7:08,9,,,1.5677,1.5677,N,,,,,
BW_3m,BW,3,412,Water_NA_52,2023-07-21,July,1,,,0.025,,2000,NH3,2000,water,6,10:02,16:53,6:51,9,,,1.9748,1.9748,N,,,,,
BW_3m,BW,3,413,Water_NA_53,2023-07-21,July,2,,,0.025,,2000,NH3,2000,water,6,10:02,16:53,6:51,9,,,1.9963,1.9963,N,,,,,
BW_3m,BW,3,414,Water_NA_54,2023-07-21,July,3,,,0.025,,2000,NH3,2000,water,6,10:02,16:53,6:51,9,,,1.9656,1.9656,N,,,,,
GB_3m,GB,3,415,Water_NA_55,2023-07-20,July,1,,,0.025,,0,NH3,0,water,6,9:51,16:48,6:57,8,,,0.0015,0.0015,N,,,,,
GB_3m,GB,3,416,Water_NA_56,2023-07-20,July,2,,,0.025,,0,NH3,0,water,6,9:51,16:48,6:57,8,,,0,0,N,,,,,
GB_3m,GB,3,417,Water_NA_57,2023-07-20,July,3,,,0.025,,0,NH3,0,water,6,9:51,16:48,6:57,8,,,-0.001,-0.001,N,,,,,
GB_3m,GB,3,418,Water_NA_58,2023-07-20,July,1,,,0.025,,100,NH3,100,water,6,9:53,16:55,7:02,8,,,0.0992,0.0992,N,,,,,
GB_3m,GB,3,419,Water_NA_59,2023-07-20,July,2,,,0.025,,100,NH3,100,water,6,9:53,16:55,7:02,8,,,0.0939,0.0939,N,,,,,
GB_3m,GB,3,420,Water_NA_60,2023-07-20,July,3,,,0.025,,100,NH3,100,water,6,9:53,16:55,7:02,8,,,0.1122,0.1122,N,,,,,
GB_3m,GB,3,421,Water_NA_61,2023-07-20,July,1,,,0.025,,200,NH3,200,water,6,9:56,17:17,7:21,9,,,0.2173,0.2173,N,,,,,
GB_3m,GB,3,422,Water_NA_62,2023-07-20,July,2,,,0.025,,200,NH3,200,water,6,9:56,17:17,7:21,9,,,0.2053,0.2053,N,,,,,
GB_3m,GB,3,423,Water_NA_63,2023-07-20,July,3,,,0.025,,200,NH3,200,water,6,9:56,17:17,7:21,9,,,0.204,0.204,N,,,,,
GB_3m,GB,3,424,Water_NA_64,2023-07-20,July,1,,,0.025,,800,NH3,800,water,6,9:58,17:03,7:05,9,,,0.8358,0.8358,N,,,,,
GB_3m,GB,3,425,Water_NA_65,2023-07-20,July,2,,,0.025,,800,NH3,800,water,6,9:58,17:03,7:05,9,,,0.8231,0.8231,N,,,,,
GB_3m,GB,3,426,Water_NA_66,2023-07-20,July,3,,,0.025,,800,NH3,800,water,6,9:58,17:03,7:05,9,,,0.831,0.831,N,,,,,
GB_3m,GB,3,427,Water_NA_67,2023-07-20,July,1,,,0.025,,1600,NH3,1600,water,6,10:00,17:07,7:07,9,,,1.6401,1.6401,N,,,,,
GB_3m,GB,3,428,Water_NA_68,2023-07-20,July,2,,,0.025,,1600,NH3,1600,water,6,10:00,17:07,7:07,9,,,1.6498,1.6498,N,,,,,
GB_3m,GB,3,429,Water_NA_69,2023-07-20,July,3,,,0.025,,1600,NH3,1600,water,6,10:00,17:07,7:07,9,,,1.626,1.626,N,,,,,
GB_3m,GB,3,430,Water_NA_70,2023-07-20,July,1,,,0.025,,2000,NH3,2000,water,6,10:02,17:18,7:16,9,,,2.0475,2.0475,N,,,,,
GB_3m,GB,3,431,Water_NA_71,2023-07-20,July,2,,,0.025,,2000,NH3,2000,water,6,10:02,17:18,7:16,9,,,2.1055,2.1055,N,,,,,
GB_3m,GB,3,432,Water_NA_72,2023-07-20,July,3,,,0.025,,2000,NH3,2000,water,6,10:02,17:18,7:16,9,,,2.1718,2.1718,N,,,,,
,NA,NA,,DI_blank1,2023-07-20,July,1,,,,,,NA,0,,,,,0,,,,,,,,,,,
,NA,NA,,DI_blank2,2023-07-20,July,2,,,,,,NA,0,,,,,0,,,,,,,,,,,
,NA,NA,,DI_blank3,2023-07-20,July,3,,,,,,NA,0,,,,,0,,,,,,,,,,,
BW_3m,BW,3,,Lake_spike_NH3_0_1,2023-07-20,July,1,,,,,0,NH3,0,spike,,,,,,,,0.0041,0.0041,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_0_2,2023-07-20,July,2,,,,,0,NH3,0,spike,,,,,,,,0.0089,0.0089,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_0_3,2023-07-20,July,3,,,,,0,NH3,0,spike,,,,,,,,0.0169,0.0169,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_100_1,2023-07-20,July,1,,,,,100,NH3,100,spike,,,,,,,,0.1119,0.1119,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_100_2,2023-07-20,July,2,,,,,100,NH3,100,spike,,,,,,,,0.1198,0.1198,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_100_3,2023-07-20,July,3,,,,,100,NH3,100,spike,,,,,,,,0.1208,0.1208,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_200_1,2023-07-20,July,1,,,,,200,NH3,200,spike,,,,,,,,0.2096,0.2096,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_200_2,2023-07-20,July,2,,,,,200,NH3,200,spike,,,,,,,,0.1834,0.1834,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_200_3,2023-07-20,July,3,,,,,200,NH3,200,spike,,,,,,,,0.3813,0.3813,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_800_1,2023-07-20,July,1,,,,,800,NH3,800,spike,,,,,,,,0.6069,0.6069,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_800_2,2023-07-20,July,2,,,,,800,NH3,800,spike,,,,,,,,0.75,0.75,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_800_3,2023-07-20,July,3,,,,,800,NH3,800,spike,,,,,,,,0.6936,0.6936,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_1600_1,2023-07-20,July,1,,,,,1600,NH3,1600,spike,,,,,,,,1.3732,1.3732,Y,,,,,
BW_3m,BW,3,,Lake_spike_NH3_1600_2,2023-07-20,July,2,,,,,1600,NH3,1600,spike,,,,,,,,1.5828,1.5828,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_1600_3,2023-07-20,July,3,,,,,1600,NH3,1600,spike,,,,,,,,1.4211,1.4211,N,,,,,
BW_3m,BW,3,,Lake_spike_NH3_2000_1,2023-07-20,July,1,,,,,2000,NH3,2000,spike,,,,,,,,1.6935,1.6935,Y,,,,,
BW_3m,BW,3,,Lake_spike_NH3_2000_2,2023-07-20,July,2,,,,,2000,NH3,2000,spike,,,,,,,,1.6874,1.6874,Y,,,,,
BW_3m,BW,3,,Lake_spike_NH3_2000_3,2023-07-20,July,3,,,,,2000,NH3,2000,spike,,,,,,,,1.9317,1.9317,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_0_1,2023-07-20,July,1,,,,0,,NO3,0,spike,,,,,,,0.019,,0.019,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_0_2,2023-07-20,July,2,,,,0,,NO3,0,spike,,,,,,,0.023,,0.023,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_0_3,2023-07-20,July,3,,,,0,,NO3,0,spike,,,,,,,0.019,,0.019,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_100_1,2023-07-20,July,1,,,,100,,NO3,100,spike,,,,,,,0.123,,0.123,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_100_2,2023-07-20,July,2,,,,100,,NO3,100,spike,,,,,,,0.047,,0.047,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_100_3,2023-07-20,July,3,,,,100,,NO3,100,spike,,,,,,,0.123,,0.123,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_200_1,2023-07-20,July,1,,,,200,,NO3,200,spike,,,,,,,0.227,,0.227,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_200_2,2023-07-20,July,2,,,,200,,NO3,200,spike,,,,,,,0.228,,0.228,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_200_3,2023-07-20,July,3,,,,200,,NO3,200,spike,,,,,,,0.216,,0.216,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_800_1,2023-07-20,July,1,,,,800,,NO3,800,spike,,,,,,,0.843,,0.843,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_800_2,2023-07-20,July,2,,,,800,,NO3,800,spike,,,,,,,0.836,,0.836,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_800_3,2023-07-20,July,3,,,,800,,NO3,800,spike,,,,,,,0.878,,0.878,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_1600_1,2023-07-20,July,1,,,,1600,,NO3,1600,spike,,,,,,,1.702,,1.702,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_1600_2,2023-07-20,July,2,,,,1600,,NO3,1600,spike,,,,,,,1.62,,1.62,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_1600_3,2023-07-20,July,3,,,,1600,,NO3,1600,spike,,,,,,,1.724,,1.724,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_2000_1,2023-07-20,July,1,,,,2000,,NO3,2000,spike,,,,,,,1.875,,1.875,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_2000_2,2023-07-20,July,2,,,,2000,,NO3,2000,spike,,,,,,,1.855,,1.855,N,,,,,
BW_3m,BW,3,,Lake_spike_NO3_2000_3,2023-07-20,July,3,,,,2000,,NO3,2000,spike,,,,,,,2.111,,2.111,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_0_1,2023-07-20,July,1,,,,,0,NH3,0,spike,,,,,,,,0.0198,0.0198,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_0_2,2023-07-20,July,2,,,,,0,NH3,0,spike,,,,,,,,0.0167,0.0167,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_0_3,2023-07-20,July,3,,,,,0,NH3,0,spike,,,,,,,,0.0195,0.0195,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_100_1,2023-07-20,July,1,,,,,100,NH3,100,spike,,,,,,,,0.108,0.108,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_100_2,2023-07-20,July,2,,,,,100,NH3,100,spike,,,,,,,,0.1085,0.1085,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_100_3,2023-07-20,July,3,,,,,100,NH3,100,spike,,,,,,,,0.1022,0.1022,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_200_1,2023-07-20,July,1,,,,,200,NH3,200,spike,,,,,,,,0.1946,0.1946,N,,,,,
GB_3m,GB,3,,Lake_spike_NH3_200_2,2023-07-20,July,2,,,,,200,NH3,200,spike,,,,,,,,0.1764,0.1764,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_200_3,2023-07-20,July,3,,,,,200,NH3,200,spike,,,,,,,,0.1866,0.1866,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_800_1,2023-07-20,July,1,,,,,800,NH3,800,spike,,,,,,,,0.7272,0.7272,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_800_2,2023-07-20,July,2,,,,,800,NH3,800,spike,,,,,,,,0.5761,0.5761,Y,,,,,
GB_3m,GB,,,Lake_spike_NH3_800_3,2023-07-20,July,3,,,,,800,NH3,800,spike,,,,,,,,0.7043,0.7043,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_1600_1,2023-07-20,July,1,,,,,1600,NH3,1600,spike,,,,,,,,1.63,1.63,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_1600_2,2023-07-20,July,2,,,,,1600,NH3,1600,spike,,,,,,,,1.5876,1.5876,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_1600_3,2023-07-20,July,3,,,,,1600,NH3,1600,spike,,,,,,,,1.6372,1.6372,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_2000_1,2023-07-20,July,1,,,,,2000,NH3,2000,spike,,,,,,,,1.8771,1.8771,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_2000_2,2023-07-20,July,2,,,,,2000,NH3,2000,spike,,,,,,,,1.8539,1.8539,N,,,,,
GB_3m,GB,,,Lake_spike_NH3_2000_3,2023-07-20,July,3,,,,,2000,NH3,2000,spike,,,,,,,,1.8936,1.8936,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_0_1,2023-07-20,July,1,,,,0,,NO3,0,spike,,,,,,,0.02,,0.02,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_0_2,2023-07-20,July,2,,,,0,,NO3,0,spike,,,,,,,0.017,,0.017,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_0_3,2023-07-20,July,3,,,,0,,NO3,0,spike,,,,,,,0.019,,0.019,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_100_1,2023-07-20,July,1,,,,100,,NO3,100,spike,,,,,,,0.123,,0.123,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_100_2,2023-07-20,July,2,,,,100,,NO3,100,spike,,,,,,,0.116,,0.116,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_100_3,2023-07-20,July,3,,,,100,,NO3,100,spike,,,,,,,0.113,,0.113,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_200_1,2023-07-20,July,1,,,,200,,NO3,200,spike,,,,,,,0.219,,0.219,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_200_2,2023-07-20,July,2,,,,200,,NO3,200,spike,,,,,,,0.209,,0.209,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_200_3,2023-07-20,July,3,,,,200,,NO3,200,spike,,,,,,,0.216,,0.216,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_800_1,2023-07-20,July,1,,,,800,,NO3,800,spike,,,,,,,0.793,,0.793,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_800_2,2023-07-20,July,2,,,,800,,NO3,800,spike,,,,,,,0.879,,0.879,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_800_3,2023-07-20,July,3,,,,800,,NO3,800,spike,,,,,,,0.888,,0.888,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_1600_1,2023-07-20,July,1,,,,1600,,NO3,1600,spike,,,,,,,1.565,,1.565,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_1600_2,2023-07-20,July,2,,,,1600,,NO3,1600,spike,,,,,,,1.572,,1.572,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_1600_3,2023-07-20,July,3,,,,1600,,NO3,1600,spike,,,,,,,1.573,,1.573,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_2000_1,2023-07-20,July,1,,,,2000,,NO3,2000,spike,,,,,,,1.982,,1.982,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_2000_2,2023-07-20,July,2,,,,2000,,NO3,2000,spike,,,,,,,2.061,,2.061,N,,,,,
GB_3m,GB,,,Lake_spike_NO3_2000_3,2023-07-20,July,3,,,,2000,,NO3,2000,spike,,,,,,,1.889,,1.889,N,,,,,
